Site,Depth_m,Temperature,Habitat,Habitat_simplified,Aspect_descriptive,Aspect_scale,Benthic_Complexity,browser,cleaner,corallivore,cropper/grazer,detritivore,excavator,macro-invertivore,micro-invertivore,NA,pisci-invertivore,piscivore,planktivore,scraper,spongivore,omnivore,invertivore-sessile,invertivore-mobile,All_herbs
MARI-02,43,28.1,lagoon,lagoon,flat,0,1,1,0,0,2,0,1,4,4,1,3,0,11,0,0,0,0,0,4
MARI-02,44,28,lagoon,lagoon,flat,0,2,1,0,4,10,0,1,5,13,1,0,0,8,1,1,1,0,0,13
MARI-02,44,28.1,lagoon,lagoon,flat,0,2,1,0,2,3,4,0,7,9,0,1,0,2,2,1,1,0,0,10
MARI-02,45,28,lagoon,lagoon,flat,0,2,3,0,1,4,5,1,6,8,16,1,0,14,5,1,0,0,0,18
MARI-02,46,28,lagoon,lagoon,flat,0,2,0,0,0,4,2,0,2,5,1,1,0,5,5,1,3,0,0,11
MARI-02,46,28.1,lagoon,lagoon,flat,0,2,2,0,5,1,3,0,3,12,4,4,0,11,6,0,0,0,0,12
MARI-02,48,28,lagoon,lagoon,flat,0,2,0,0,4,4,1,0,2,2,3,0,0,2,0,0,0,0,0,5
MARI-02,54,28.1,lagoon,lagoon,flat,0,1,0,0,1,5,0,0,1,0,1,1,0,2,0,0,0,0,0,5
MIDD-01,4,25.7,inner_reef,inner_reef,flat,0,1,3,0,1,0,6,0,1,7,0,0,0,1,0,1,1,0,0,9
MIDD-01,5,25.6,inner_reef,inner_reef,flat,0,1,0,0,2,6,0,0,1,7,2,0,0,1,0,0,0,0,0,6
MIDD-01,10,25.6,inner_reef,inner_reef,flat,0,3,0,0,10,12,23,0,1,5,2,1,0,11,10,0,0,0,0,45
MIDD-01,11,25.5,inner_reef,inner_reef,flat,0,3,0,0,1,20,10,1,1,3,4,4,0,107,2,0,0,0,0,33
MIDD-01,21,25.6,inner_reef,inner_reef,steep_slope,3,3,1,0,1,11,5,0,1,6,4,2,1,110,3,1,0,0,0,20
MIDD-01,26,25.6,inner_reef,inner_reef,flat,0,1,0,0,2,4,0,0,3,1,0,3,0,195,0,1,0,0,0,4
MIDD-01,28,25.6,inner_reef,inner_reef,flat,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
MIDD-01,30,25.6,inner_reef,inner_reef,flat,0,1,0,0,0,3,1,2,5,1,1,0,0,37,0,0,0,0,0,6
MIDD-01,40,25.6,inner_reef,inner_reef,flat,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2
MIDD-01,40,25.7,inner_reef,inner_reef,flat,0,2,0,0,0,2,2,1,0,1,1,3,0,0,0,0,1,0,0,5
OBSN-01,5,25.6,outer_reef,outer_slope,wall,4,1,11,0,0,13,19,5,1,5,1,2,1,166,3,0,0,0,0,51
OBSN-01,16,25.7,outer_reef,outer_slope,wall,4,1,1,0,0,6,3,0,2,3,0,0,0,50,0,0,11,0,0,10
OBSN-01,25,25.7,outer_reef,outer_slope,wall,4,1,0,0,0,5,3,1,2,3,0,2,0,64,0,0,0,0,0,9
OBSN-01,33,25.8,outer_reef,outer_slope,wall,4,1,0,0,0,5,4,0,1,9,2,1,0,17,0,1,0,0,0,9
OBSN-01,41,25.8,outer_reef,outer_slope,wall,4,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
OBSN-01,55,25.9,outer_reef,outer_slope,wall,4,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
OBSN-01,63,26,outer_reef,outer_slope,wall,4,1,0,0,1,1,0,0,1,0,0,0,0,7,0,1,0,0,0,1
OBSN-01,76,26.1,outer_reef,outer_slope,wall,4,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0
OBSN-01,82,26.1,outer_reef,outer_slope,wall,4,1,0,0,0,0,0,0,1,1,0,0,0,10,0,0,0,0,0,0
OBSN-01,96,25.8,outer_reef,outer_slope,wall,4,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
OSPR-01,5.1,30.3,outer_reef,outer_slope,moderate_slope,2,1,1,0,4,6,16,10,3,6,0,2,2,11,0,0,0,0,0,33
OSPR-01,7,30.1,outer_reef,outer_slope,steep_slope,3,2.5,1,0,0,0,9,1,3,1,23,0,1,45,0,0,0,0,0,11
OSPR-01,7.1,30.2,outer_reef,outer_slope,wall,4,2.5,0,0,0,0,16,1,0,0,3,0,0,71,2,0,0,0,0,19
OSPR-01,7.1,30.3,outer_reef,outer_slope,moderate_slope,2,1,0,0,3,4,8,6,1,8,0,1,0,9,0,0,0,0,0,18
OSPR-01,9.1,30.2,outer_reef,outer_slope,wall,4,2.5,0,0,2,11,12,2,2,8,2,1,1,75,1,0,0,0,0,26
OSPR-01,9.1,30.3,outer_reef,outer_slope,moderate_slope,2,1,0,0,0,2,3,0,0,2,0,0,0,8,0,0,0,0,0,5
OSPR-01,12.7,30,outer_reef,outer_slope,moderate_slope,2,3,0,0,1,1,2,0,1,4,0,0,2,12,0,0,0,1,0,3
OSPR-01,14.1,30.2,outer_reef,outer_slope,wall,4,2.5,0,0,1,3,11,0,2,3,2,3,0,91,0,0,0,0,0,14
OSPR-01,15.4,30,outer_reef,outer_slope,steep_slope,3,2.5,0,0,1,2,3,0,0,3,1,1,0,3,3,1,0,0,0,8
OSPR-01,16.4,30.1,outer_reef,outer_slope,wall,4,3,0,0,0,4,0,1,2,0,3,0,0,51,1,0,0,0,0,6
OSPR-01,18.8,30.1,outer_reef,outer_slope,wall,4,3,0,0,0,2,0,0,1,2,3,3,0,28,1,0,0,0,0,3
OSPR-01,18.9,29.8,outer_reef,outer_slope,steep_slope,3,3,0,0,1,0,1,0,0,0,0,0,0,8,0,0,0,0,0,1
OSPR-01,21.8,28.4,outer_reef,outer_slope,steep_slope,3,2.5,1,0,0,8,2,1,5,10,2,3,0,86,1,0,3,0,0,13
OSPR-01,23.7,29.6,outer_reef,outer_slope,moderate_slope,2,3,0,0,0,0,7,0,6,5,0,5,0,17,3,0,0,0,0,10
OSPR-01,25.1,28.4,outer_reef,outer_slope,steep_slope,3,2.5,0,0,0,0,0,0,3,3,5,3,0,12,0,0,0,0,0,0
OSPR-01,25.5,29.5,outer_reef,outer_slope,moderate_slope,2,2.5,0,0,0,1,0,7,1,8,0,0,1,11,1,0,0,0,0,9
OSPR-01,28.2,28.2,outer_reef,outer_slope,wall,4,2.5,1,0,0,1,0,2,1,4,10,2,0,41,1,0,0,0,0,5
OSPR-01,28.8,28.9,outer_reef,outer_slope,moderate_slope,2,3,0,0,3,0,3,0,1,5,0,0,1,17,3,0,0,0,1,6
OSPR-01,32.8,28.8,outer_reef,outer_slope,moderate_slope,2,3,0,0,0,1,2,0,0,13,25,1,0,29,0,0,0,0,0,3
OSPR-01,33.3,27.9,outer_reef,outer_slope,wall,4,3,0,0,0,3,1,0,1,11,5,0,0,46,0,1,0,0,0,4
OSPR-01,35.3,27.9,outer_reef,outer_slope,steep_slope,3,2.5,1,0,0,2,1,0,8,3,5,2,1,160,1,0,0,0,0,5
OSPR-01,35.7,28.7,outer_reef,outer_slope,gentle_slope,1,2.5,0,0,0,2,1,0,1,4,10,3,0,13,0,0,0,0,0,3
OSPR-01,36.6,28.5,outer_reef,outer_slope,moderate_slope,2,3,0,0,1,3,2,0,6,5,0,0,0,47,1,0,0,0,0,6
OSPR-01,38.2,28,outer_reef,outer_slope,wall,4,2.5,0,0,1,1,0,0,5,2,16,2,0,164,1,0,0,0,0,2
OSPR-01,41.2,28.5,outer_reef,outer_slope,wall,4,4,0,0,0,1,0,0,2,1,26,1,0,41,0,0,0,0,0,1
OSPR-01,43.2,28,outer_reef,outer_slope,wall,4,3.5,0,0,0,0,0,0,8,4,1,2,0,85,0,0,0,0,0,0
OSPR-01,44.7,27.9,outer_reef,outer_slope,moderate_slope,2,1,0,0,0,0,0,0,6,6,0,2,1,31,0,0,0,0,0,0
OSPR-01,44.7,28,outer_reef,outer_slope,wall,4,3.5,0,0,0,1,0,0,0,3,0,2,0,36,0,0,0,0,0,1
OSPR-01,47.3,27.8,outer_reef,outer_slope,wall,4,3,0,0,2,0,0,0,3,2,5,0,0,98,0,0,0,0,0,0
OSPR-01,47.8,27.5,outer_reef,outer_slope,moderate_slope,2,2,0,0,2,4,5,0,5,2,0,6,0,84,0,0,0,0,0,9
OSPR-01,52.4,27.5,outer_reef,outer_slope,steep_slope,3,4,0,0,1,1,0,1,7,6,0,5,0,155,1,0,0,0,0,3
OSPR-01,52.8,26.9,outer_reef,outer_slope,steep_slope,3,4,0,0,0,1,0,1,7,4,0,2,0,39,0,1,0,0,0,2
OSPR-01,53.2,27,outer_reef,outer_slope,steep_slope,3,3,1,0,0,0,0,0,1,0,1,0,0,23,0,0,0,0,0,1
OSPR-01,55,27.4,outer_reef,outer_slope,steep_slope,3,3,0,0,0,3,0,1,7,3,4,0,0,92,0,0,0,0,0,4
OSPR-01,56.2,27,outer_reef,outer_slope,wall,4,3,0,0,0,0,0,0,2,5,2,2,0,20,0,0,0,0,0,0
OSPR-01,57.2,26.7,outer_reef,outer_slope,steep_slope,3,2,0,0,0,0,0,0,2,0,48,1,0,40,0,1,0,0,0,0
OSPR-01,63.2,26.9,outer_reef,outer_slope,moderate_slope,2,3,0,0,0,2,0,0,1,8,26,2,1,35,0,0,0,0,0,2
OSPR-01,64.6,26.7,outer_reef,outer_slope,steep_slope,3,3,0,0,0,0,0,0,5,0,2,0,0,105,0,0,0,0,0,0
OSPR-01,64.6,27.1,outer_reef,outer_slope,steep_slope,3,3,0,0,1,0,0,0,7,6,1,1,0,123,0,0,0,0,0,0
OSPR-01,65.8,26.9,outer_reef,outer_slope,steep_slope,3,4,0,0,0,2,0,0,6,2,10,0,0,89,0,0,0,0,0,2
OSPR-01,66.2,26.7,outer_reef,outer_slope,steep_slope,3,3,0,0,0,1,0,0,5,3,0,2,0,45,0,0,0,0,0,1
OSPR-01,67.8,26.9,outer_reef,outer_slope,steep_slope,3,3.5,0,0,0,1,0,0,2,2,0,0,0,22,0,0,0,0,0,1
OSPR-01,70.2,26.7,outer_reef,outer_slope,steep_slope,3,3,0,0,0,0,0,0,3,3,40,3,0,58,0,0,0,0,0,0
OSPR-01,70.9,26.8,outer_reef,outer_slope,steep_slope,3,3,0,0,1,0,0,0,0,1,2,0,0,24,0,0,0,0,0,0
OSPR-01,72.2,26.8,outer_reef,outer_slope,steep_slope,3,3.5,0,0,0,0,0,0,2,4,0,1,0,28,0,0,0,0,0,0
OSPR-01,74.4,26.6,outer_reef,outer_slope,steep_slope,3,4,0,0,0,0,0,0,2,6,0,2,0,96,0,1,0,0,0,0
OSPR-01,77,26.7,outer_reef,outer_slope,steep_slope,3,3,0,0,1,0,0,0,5,3,0,0,0,83,0,0,0,0,0,0
OSPR-01,77.2,26.3,outer_reef,outer_slope,steep_slope,4,3,0,0,0,2,0,0,7,0,1,0,0,61,0,0,0,0,0,2
OSPR-01,82.3,26.3,outer_reef,outer_slope,wall,4,3.5,0,0,0,0,0,0,1,2,8,0,0,55,0,0,0,0,0,0
OSPR-01,82.5,26.1,outer_reef,outer_slope,steep_slope,3,2,0,0,0,0,0,0,0,0,1,0,0,41,0,0,0,0,0,0
OSPR-01,84.5,25.9,outer_reef,outer_slope,steep_slope,3,2,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0
OSPR-01,85.1,25.5,outer_reef,outer_slope,steep_slope,4,3,0,0,0,0,0,0,0,2,0,1,0,34,0,0,0,0,0,0
OSPR-01,86.4,25.6,outer_reef,outer_slope,steep_slope,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
OSPR-01,87.6,25.8,outer_reef,outer_slope,wall,5,2.5,0,0,0,0,0,0,0,0,66,0,0,59,0,0,0,0,0,0
OSPR-01,90.4,25.5,outer_reef,outer_slope,steep_slope,3,2.5,0,0,0,0,0,0,1,2,3,1,0,24,0,0,0,0,0,0
OSPR-01,91.1,25.5,outer_reef,outer_slope,wall,4,3,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0
OSPR-01,91.3,25.5,outer_reef,outer_slope,wall,4,2,0,0,0,0,0,0,1,2,15,0,0,74,0,0,0,0,0,0
OSPR-01,92.4,25.3,outer_reef,outer_slope,wall,4,3,0,0,0,0,0,0,2,2,0,0,0,15,0,0,0,0,0,0
OSPR-01,93.9,25.5,outer_reef,outer_slope,wall,4,3,0,0,0,0,0,0,0,2,2,0,0,28,0,0,0,0,0,0
OSPR-01,94,25.7,outer_reef,outer_slope,wall,4,3,0,0,0,0,0,0,0,1,3,1,0,14,0,0,0,0,0,0
OSPR-01,96.3,25.6,outer_reef,outer_slope,wall,4,2,0,0,0,0,0,0,1,1,20,3,0,37,1,0,0,0,0,1
OSPR-01,98.8,25.7,outer_reef,outer_slope,wall,4,4,0,0,0,0,0,0,0,2,17,0,0,47,0,0,0,0,0,0
OSPR-02,6.1,30.1,outer_reef,outer_slope,gentle_slope,1,1,0,0,2,19,70,1,16,7,0,3,1,138,25,0,0,0,0,115
OSPR-02,6.2,30.1,outer_reef,outer_slope,moderate_slope,2,1,27,0,2,4,63,8,5,8,15,0,1,75,13,0,0,0,0,115
OSPR-02,7.3,30.1,outer_reef,outer_slope,moderate_slope,2,2,1,0,0,10,31,1,7,6,13,5,1,87,7,2,0,0,0,50
OSPR-02,8.2,30.1,outer_reef,outer_slope,moderate_slope,2,2,6,0,6,7,39,1,2,6,33,2,0,72,2,0,0,0,0,55
OSPR-02,9.4,30,outer_reef,outer_slope,moderate_slope,2,2,0,0,1,3,10,7,3,3,1,1,0,36,0,1,0,0,0,20
OSPR-02,12.7,30,outer_reef,outer_slope,moderate_slope,2,2,0,0,2,4,9,7,4,4,1,2,0,94,15,0,0,0,0,35
OSPR-02,14.1,29.9,outer_reef,outer_slope,steep_slope,3,2,5,0,2,1,8,4,0,2,0,0,0,18,7,0,0,0,0,25
OSPR-02,15.8,29.9,outer_reef,outer_slope,steep_slope,3,2,0,0,0,2,1,1,4,2,0,0,0,90,1,0,0,1,0,5
OSPR-02,17.1,29.8,outer_reef,outer_slope,wall,4,3,0,0,0,1,1,1,1,0,4,0,0,36,0,0,0,0,0,3
OSPR-02,18.2,29.7,outer_reef,outer_slope,wall,4,2,0,0,4,2,0,1,3,12,0,2,0,68,1,2,0,0,0,4
OSPR-02,21.4,29.7,outer_reef,outer_slope,moderate_slope,2,2,0,0,0,2,3,0,3,0,0,1,0,101,0,0,0,0,0,5
OSPR-02,23.1,29.7,outer_reef,outer_slope,wall,4,3,0,0,2,3,2,0,0,4,1,0,1,195,4,0,0,0,0,9
OSPR-02,24.9,29.7,outer_reef,outer_slope,steep_slope,3,3,1,0,1,0,2,0,1,1,0,0,0,106,1,0,0,0,0,4
OSPR-02,27.7,29.6,outer_reef,outer_slope,steep_slope,3,3,1,0,0,0,2,0,0,2,1,2,0,126,2,0,3,0,0,5
OSPR-02,28,29.5,outer_reef,outer_slope,steep_slope,3,2,0,0,0,0,4,0,1,2,1,3,0,125,0,0,0,0,0,4
OSPR-02,32.2,29.4,outer_reef,outer_slope,steep_slope,3,2,0,0,0,1,2,0,0,4,0,10,0,137,0,0,1,0,0,3
OSPR-02,33.2,29,outer_reef,outer_slope,steep_slope,3,3,0,0,1,3,1,0,1,0,1,1,0,118,2,0,0,0,0,6
OSPR-02,35,29.5,outer_reef,outer_slope,steep_slope,3,3,0,0,0,2,0,0,0,8,0,2,1,185,0,0,0,0,0,2
OSPR-02,36.9,28.2,outer_reef,outer_slope,steep_slope,3,3,0,0,0,0,0,0,0,2,1,0,0,106,0,0,0,0,0,0
OSPR-02,38.1,29.1,outer_reef,outer_slope,steep_slope,3,3,0,0,0,1,0,0,1,2,1,1,0,107,4,0,0,0,0,5
OSPR-02,42.3,28.1,outer_reef,outer_slope,moderate_slope,2,3,0,0,1,1,1,8,2,8,0,1,0,148,4,0,0,0,0,14
OSPR-02,44.4,28.1,outer_reef,outer_slope,steep_slope,3,3,0,0,0,0,0,0,3,5,4,0,0,126,0,0,0,0,0,0
OSPR-02,44.8,28.1,outer_reef,outer_slope,wall,4,4,0,0,1,0,0,0,1,1,1,1,1,198,0,0,0,0,0,0
OSPR-02,47.7,28.3,outer_reef,outer_slope,steep_slope,3,3,1,0,2,0,0,1,2,3,0,1,2,175,3,0,1,0,0,5
OSPR-02,47.8,28.4,outer_reef,outer_slope,moderate_slope,2,4,0,0,0,1,4,0,0,7,0,4,0,247,0,0,1,0,0,5
OSPR-02,52.3,27.3,outer_reef,outer_slope,steep_slope,3,5,0,0,0,0,0,0,1,6,4,2,0,95,0,0,0,0,0,0
OSPR-02,54.6,27.1,outer_reef,outer_slope,wall,4,3,0,0,3,0,0,0,4,2,6,1,0,50,0,0,0,0,0,0
OSPR-02,59.8,26.7,outer_reef,outer_slope,wall,4,4,0,0,0,0,0,0,1,2,1,1,0,33,0,0,0,0,0,0
OSPR-02,61.4,26.6,outer_reef,outer_slope,steep_slope,3,4,0,0,0,0,2,0,0,4,1,1,0,107,0,0,0,0,0,2
OSPR-02,64.2,26.4,outer_reef,outer_slope,steep_slope,3,4,0,0,0,1,0,0,1,1,0,1,0,56,0,0,4,0,0,1
OSPR-02,68,26.3,outer_reef,outer_slope,steep_slope,3,4,0,0,0,0,0,1,0,1,0,1,0,30,0,0,0,0,0,1
OSPR-02,71.6,26.3,outer_reef,outer_slope,steep_slope,3,5,0,0,0,0,2,0,1,0,1,2,0,65,0,0,1,0,0,2
OSPR-02,74.4,26.3,outer_reef,outer_slope,steep_slope,3,4,0,0,0,0,0,0,0,0,3,0,0,39,0,0,0,0,0,0
OSPR-02,77.2,26.1,outer_reef,outer_slope,steep_slope,3,4,0,0,0,0,0,0,1,3,0,1,0,58,0,0,5,0,0,0
OSPR-02,80.6,26.1,outer_reef,outer_slope,steep_slope,3,4,0,0,0,3,0,0,3,6,3,1,0,61,0,0,8,0,0,3
OSPR-02,84,26,outer_reef,outer_slope,wall,4,3,0,0,0,0,0,0,2,0,0,1,0,22,0,0,0,0,0,0
OSPR-02,87.6,25.4,outer_reef,outer_slope,wall,4,5,0,0,0,0,0,0,2,3,8,0,0,47,0,0,0,0,0,0
OSPR-02,90.6,25.4,outer_reef,outer_slope,wall,4,3,0,0,0,0,0,0,0,0,81,0,0,8,0,0,0,0,0,0
OSPR-02,94.1,25.2,outer_reef,outer_slope,wall,4,4,0,0,0,0,0,0,2,1,13,0,1,9,0,1,0,0,0,0
OSPR-02,97.2,25.6,outer_reef,outer_slope,wall,4,5,0,0,0,0,0,0,0,0,8,5,0,12,0,0,0,0,0,0
OSPR-03,6.4,29.9,outer_reef,outer_slope,moderate_slope,2,1,0,0,1,17,101,20,8,14,16,4,1,67,16,1,0,0,0,154
OSPR-03,8.3,29.9,outer_reef,outer_slope,moderate_slope,2.5,1,1,0,1,5,45,4,7,12,7,1,2,105,3,0,0,0,0,58
OSPR-03,14.5,29.7,outer_reef,outer_slope,wall,4,2,0,0,3,3,1,1,0,0,2,0,1,53,0,0,0,0,0,5
OSPR-03,18.1,29.7,outer_reef,outer_slope,steep_slope,3,2.5,0,0,2,3,0,1,2,1,0,0,0,62,0,0,0,0,0,4
OSPR-03,24.4,29.5,outer_reef,outer_slope,steep_slope,3.5,3.5,0,0,0,2,1,0,2,2,3,1,0,105,0,0,0,0,0,3
OSPR-03,28.2,29.1,outer_reef,outer_slope,wall,4,3.5,0,0,2,4,3,0,2,8,14,3,0,149,0,0,0,0,0,7
OSPR-03,34.3,28,outer_reef,outer_slope,steep_slope,3,3.5,0,0,2,0,2,0,1,3,2,3,1,113,1,0,0,0,0,3
OSPR-03,37.5,27.8,outer_reef,outer_slope,steep_slope,3,3.5,1,0,1,0,0,0,1,7,2,0,1,111,0,0,0,0,0,1
OSPR-03,45.8,27.8,outer_reef,outer_slope,wall,4,3,0,0,0,1,0,0,1,5,1,2,0,176,0,0,0,0,0,1
OSPR-03,47.4,27.9,outer_reef,outer_slope,wall,4,3,0,0,0,0,0,0,5,0,0,1,0,44,0,0,0,0,0,0
OSPR-03,51,27.1,outer_reef,outer_slope,wall,4,3.5,0,0,0,0,0,0,3,4,0,0,0,51,0,0,0,0,0,0
OSPR-03,53.6,27,outer_reef,outer_slope,wall,4,3,0,0,0,0,0,0,2,7,0,0,0,58,0,0,0,0,0,0
OSPR-03,55.6,27.8,outer_reef,outer_slope,wall,4,3,0,0,0,0,1,0,2,2,1,1,0,44,0,0,0,0,0,1
OSPR-03,55.7,28,outer_reef,outer_slope,steep_slope,3,3,0,0,0,1,0,0,2,8,24,3,0,138,0,0,0,0,0,1
OSPR-03,60.6,27.1,outer_reef,outer_slope,wall,4,3,0,0,0,1,0,0,1,4,15,1,0,61,0,0,0,0,0,1
OSPR-03,64.9,27.1,outer_reef,outer_slope,wall,4,3,0,0,0,0,0,1,1,2,11,5,1,152,1,0,0,0,0,2
OSPR-03,68.7,26.5,outer_reef,outer_slope,steep_slope,3,2.5,0,0,0,0,0,0,0,4,0,1,0,62,0,0,0,0,0,0
OSPR-03,70.5,26.4,outer_reef,outer_slope,steep_slope,3.5,3,0,0,0,0,0,0,2,4,1,0,0,49,0,0,0,0,0,0
OSPR-03,75.6,26.3,outer_reef,outer_slope,steep_slope,3,3,0,0,0,0,0,0,0,19,45,1,1,300,0,0,0,0,0,0
OSPR-03,78.1,26.3,outer_reef,outer_slope,steep_slope,3,3,0,0,0,1,0,0,2,8,16,1,0,152,0,0,0,0,0,1
OSPR-03,78.9,26.2,outer_reef,outer_slope,steep_slope,3.5,3,0,0,0,0,0,0,0,0,1,1,0,59,0,0,0,0,0,0
OSPR-03,81.1,25.7,outer_reef,outer_slope,steep_slope,3,3,0,0,0,2,0,0,2,2,1,1,0,112,0,0,0,0,0,2
OSPR-03,87.4,25.8,outer_reef,outer_slope,steep_slope,3,3,0,0,0,0,0,0,0,1,0,1,0,130,0,0,0,0,0,0
OSPR-03,88.2,26.1,outer_reef,outer_slope,wall,4,2.5,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0
OSPR-03,91,25.2,outer_reef,outer_slope,wall,4,3,0,0,0,0,0,0,0,1,28,1,0,112,0,0,0,0,0,0
OSPR-03,96.5,25.2,outer_reef,outer_slope,wall,4,2.5,0,0,0,0,0,0,0,0,5,3,0,12,1,0,0,0,0,1
SAUM-01,29.5,27.8,inner_reef,inner_reef,flat,0,1,2,0,0,13,0,0,3,3,1,0,0,2,0,0,0,0,0,15
SAUM-01,29.6,27.8,inner_reef,inner_reef,flat,0,0,0,0,0,6,0,0,7,2,7,0,0,0,0,0,0,0,0,6
SAUM-01,29.6,27.8,inner_reef,inner_reef,flat,0,1,0,0,1,2,0,0,2,4,0,0,0,5,0,0,9,0,0,2
SAUM-01,29.6,27.9,inner_reef,inner_reef,flat,0,1,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,1,0
SAUM-01,29.8,27.8,inner_reef,inner_reef,flat,0,1,0,0,0,0,0,0,0,11,0,0,0,2,0,0,3,0,0,0
SAUM-01,29.9,27.8,inner_reef,inner_reef,flat,0,1,0,0,0,6,0,0,3,1,1,0,0,0,0,0,0,0,0,6
SAUM-02,19.6,27.4,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SAUM-02,20.4,27.4,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
SAUM-02,21.1,27.5,lagoon,lagoon,flat,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SAUM-02,21.5,27.4,lagoon,lagoon,flat,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
SAUM-02,22.2,27.5,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SAUM-02,23.1,27.4,lagoon,lagoon,flat,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
SDIA-01,35.3,25.7,lagoon,lagoon,flat,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
SDIA-01,35.4,25.7,lagoon,lagoon,flat,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SDIA-01,35.6,25.7,lagoon,lagoon,flat,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SDIA-01,36.2,25.7,lagoon,lagoon,flat,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SDIA-02,15.2,25.6,outer_reef,outer_slope,gentle_slope,1,2,0,0,4,32,1,6,7,6,1,1,0,11,0,0,0,0,0,39
SDIA-02,20,25.5,outer_reef,outer_slope,gentle_slope,1,3,0,0,1,14,0,0,5,4,0,1,0,10,0,0,0,0,0,14
SDIA-02,21.4,25.5,outer_reef,outer_slope,gentle_slope,1,3,0,0,0,7,0,0,2,4,0,0,1,36,0,0,0,0,0,7
SDIA-02,23.7,25.5,outer_reef,outer_slope,gentle_slope,1,3,0,0,0,5,0,0,0,0,0,0,0,82,0,0,0,0,0,5
SDIA-02,24.7,25.5,outer_reef,outer_slope,gentle_slope,1,3,0,0,4,7,0,0,4,1,0,2,0,8,0,1,0,0,0,7
SDIA-02,28.8,25.5,outer_reef,outer_slope,gentle_slope,1,3,1,0,0,1,0,0,4,3,0,1,0,14,0,3,0,0,0,2
SDIA-02,31.5,25.7,outer_reef,outer_slope,flat,0,2,0,0,0,7,1,0,0,2,0,6,0,8,0,0,0,0,0,8
SDIA-02,33.3,25.6,outer_reef,outer_slope,flat,0,2,0,0,1,4,0,0,2,4,1,0,0,20,0,0,0,0,0,4
SDIA-02,35.1,25.6,outer_reef,outer_slope,flat,0,2,0,0,0,3,0,0,0,5,0,0,0,11,0,2,0,0,0,3
SDIA-02,36,25.6,outer_reef,outer_slope,flat,0,3,0,0,3,8,0,0,3,2,0,0,0,34,1,0,4,0,0,9
SDIA-02,41.7,25.6,outer_reef,outer_slope,flat,0,3,0,0,0,2,0,0,3,2,1,1,0,2,1,1,1,0,0,3
SDIA-02,43.7,25.6,outer_reef,outer_slope,flat,0,3,0,0,0,2,0,0,2,1,0,0,0,6,1,1,0,0,0,3
SDIA-02,47.5,25.6,outer_reef,outer_slope,flat,0,3,0,0,1,4,0,0,6,2,0,0,0,7,1,5,0,0,0,5
SDIA-02,55,25.7,outer_reef,outer_slope,flat,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SDIA-02,57.8,25.7,outer_reef,outer_slope,flat,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SDIA-02,58.3,25.7,outer_reef,outer_slope,flat,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0
SDIA-02,59.3,25.7,outer_reef,outer_slope,flat,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
SDIA-02,62.3,25.8,outer_reef,outer_slope,flat,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
SDIA-02,66.4,25.8,outer_reef,outer_slope,flat,0,0,0,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,0,0
SDIA-02,66.8,25.7,outer_reef,outer_slope,flat,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1
SDIA-02,68.3,25.9,outer_reef,outer_slope,flat,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0
SDIA-02,68.7,25.8,outer_reef,outer_slope,flat,0,0,0,0,0,0,0,0,1,0,25,1,1,0,0,0,0,0,0,0
